head	rel	tail	hastscore	hasescore	hasdscore
365	1	2375	1.0	1.0	1.0
335	1	379	1.0	1.0	1.0
195	1	1347	1.0	1.0	1.0
257	1	803	1.0	1.0	1.0
1097	1	1815	1.0	1.0	1.0
431	1	3264	1.0	1.0	1.0
179	1	614	1.0	1.0	1.0
142	1	408	1.0	1.0	1.0
718	1	1718	1.0	1.0	1.0
229	1	1718	1.0	1.0	1.0
34	1	1082	1.0	1.0	1.0
137	1	367	1.0	1.0	1.0
24	1	1930	1.0	1.0	1.0
353	1	763	1.0	1.0	1.0
156	1	1517	1.0	1.0	1.0
733	1	682	1.0	1.0	1.0
558	1	1065	1.0	1.0	1.0
2	1	1494	1.0	1.0	1.0
166	1	88	1.0	1.0	1.0
67	1	685	1.0	1.0	1.0
808	1	1710	1.0	1.0	1.0
109	1	3262	1.0	1.0	1.0
334	1	564	1.0	1.0	1.0
40	1	1721	1.0	1.0	1.0
395	1	440	1.0	1.0	1.0
909	1	435	1.0	1.0	1.0
827	1	1457	1.0	1.0	1.0
212	1	60	1.0	1.0	1.0
156	1	1546	1.0	1.0	1.0
109	1	1265	1.0	1.0	1.0
58	1	1794	1.0	1.0	1.0
581	1	1786	1.0	1.0	1.0
365	1	116	1.0	1.0	1.0
953	1	1842	1.0	1.0	1.0
334	1	594	1.0	1.0	1.0
310	1	1042	1.0	1.0	1.0
475	1	316	1.0	1.0	1.0
99	1	1278	1.0	1.0	1.0
118	1	973	1.0	1.0	1.0
281	1	1931	1.0	1.0	1.0
219	1	264	1.0	1.0	1.0
374	1	2053	1.0	1.0	1.0
263	1	1089	1.0	1.0	1.0
400	1	719	1.0	1.0	1.0
172	1	1332	1.0	1.0	1.0
241	1	1240	1.0	1.0	1.0
1015	1	684	1.0	1.0	1.0
150	1	2472	1.0	1.0	1.0
374	1	769	1.0	1.0	1.0
581	1	2417	1.0	1.0	1.0
2	1	1624	1.0	1.0	1.0
688	1	1172	1.0	1.0	1.0
942	1	2015	1.0	1.0	1.0
225	1	2448	1.0	1.0	1.0
127	1	3262	1.0	1.0	1.0
821	1	528	1.0	1.0	1.0
789	1	318	1.0	1.0	1.0
637	1	1551	1.0	1.0	1.0
392	1	1546	1.0	1.0	1.0
575	1	724	1.0	1.0	1.0
977	1	1194	1.0	1.0	1.0
335	1	50	1.0	1.0	1.0
533	1	2301	1.0	1.0	1.0
1157	1	2816	1.0	1.0	1.0
261	1	19	1.0	1.0	1.0
63	1	1224	1.0	1.0	1.0
789	1	354	1.0	1.0	1.0
427	1	228	1.0	1.0	1.0
124	1	2340	1.0	1.0	1.0
510	1	1357	1.0	1.0	1.0
540	1	535	1.0	1.0	1.0
376	1	1071	1.0	1.0	1.0
510	1	199	1.0	1.0	1.0
58	1	1930	1.0	1.0	1.0
281	1	647	1.0	1.0	1.0
787	1	340	1.0	1.0	1.0
118	1	2176	1.0	1.0	1.0
808	1	1718	1.0	1.0	1.0
95	1	207	1.0	1.0	1.0
1157	1	214	1.0	1.0	1.0
718	1	44	1.0	1.0	1.0
731	1	143	1.0	1.0	1.0
1675	1	511	1.0	1.0	1.0
427	1	1507	1.0	1.0	1.0
218	1	1565	1.0	1.0	1.0
140	1	1360	1.0	1.0	1.0
637	1	1804	1.0	1.0	1.0
452	1	890	1.0	1.0	1.0
400	1	133	1.0	1.0	1.0
104	1	970	1.0	1.0	1.0
320	1	59	1.0	1.0	1.0
472	1	164	1.0	1.0	1.0
310	1	1551	1.0	1.0	1.0
365	1	485	1.0	1.0	1.0
374	1	747	1.0	1.0	1.0
197	1	450	1.0	1.0	1.0
73	1	311	1.0	1.0	1.0
24	1	1030	1.0	1.0	1.0
558	1	1480	1.0	1.0	1.0
475	1	408	1.0	1.0	1.0
388	1	180	1.0	1.0	1.0
376	1	1357	1.0	1.0	1.0
63	1	767	1.0	1.0	1.0
218	1	226	1.0	1.0	1.0
472	1	791	1.0	1.0	1.0
34	1	1147	1.0	1.0	1.0
929	1	1472	1.0	1.0	1.0
1054	1	309	1.0	1.0	1.0
394	1	2114	1.0	1.0	1.0
520	1	791	1.0	1.0	1.0
339	1	493	1.0	1.0	1.0
150	1	1279	1.0	1.0	1.0
655	1	1948	1.0	1.0	1.0
1015	1	883	1.0	1.0	1.0
821	1	644	1.0	1.0	1.0
124	1	1364	1.0	1.0	1.0
718	1	226	1.0	1.0	1.0
263	1	463	1.0	1.0	1.0
896	1	2951	1.0	1.0	1.0
140	1	226	1.0	1.0	1.0
120	1	60	1.0	1.0	1.0
257	1	174	1.0	1.0	1.0
28	1	238	1.0	1.0	1.0
358	1	1145	1.0	1.0	1.0
115	1	151	1.0	1.0	1.0
455	1	343	1.0	1.0	1.0
241	1	1943	1.0	1.0	1.0
825	1	2340	1.0	1.0	1.0
839	1	1631	1.0	1.0	1.0
48	1	535	1.0	1.0	1.0
177	1	1344	1.0	1.0	1.0
378	1	582	1.0	1.0	1.0
1253	1	203	1.0	1.0	1.0
124	1	253	1.0	1.0	1.0
1054	1	812	1.0	1.0	1.0
477	1	2207	1.0	1.0	1.0
150	1	64	1.0	1.0	1.0
56	1	96	1.0	1.0	1.0
395	1	479	1.0	1.0	1.0
462	1	403	1.0	1.0	1.0
281	1	211	1.0	1.0	1.0
394	1	998	1.0	1.0	1.0
1079	1	117	1.0	1.0	1.0
342	1	2500	1.0	1.0	1.0
547	1	1291	1.0	1.0	1.0
142	1	749	1.0	1.0	1.0
525	1	1166	1.0	1.0	1.0
172	1	1145	1.0	1.0	1.0
374	1	914	1.0	1.0	1.0
177	1	57	1.0	1.0	1.0
261	1	1354	1.0	1.0	1.0
400	1	49	1.0	1.0	1.0
477	1	1172	1.0	1.0	1.0
1153	1	1607	1.0	1.0	1.0
839	1	1479	1.0	1.0	1.0
525	1	1408	1.0	1.0	1.0
575	1	203	1.0	1.0	1.0
250	1	728	1.0	1.0	1.0
431	1	803	1.0	1.0	1.0
288	1	1641	1.0	1.0	1.0
455	1	119	1.0	1.0	1.0
929	1	110	1.0	1.0	1.0
1253	1	553	1.0	1.0	1.0
288	1	676	1.0	1.0	1.0
323	1	555	1.0	1.0	1.0
455	1	454	1.0	1.0	1.0
466	1	27	1.0	1.0	1.0
1054	1	877	1.0	1.0	1.0
427	1	1244	1.0	1.0	1.0
575	1	791	1.0	1.0	1.0
71	1	231	1.0	1.0	1.0
431	1	77	1.0	1.0	1.0
909	1	1822	1.0	1.0	1.0
733	1	2021	1.0	1.0	1.0
24	1	167	1.0	1.0	1.0
1097	1	1162	1.0	1.0	1.0
839	1	962	1.0	1.0	1.0
472	1	453	1.0	1.0	1.0
1015	1	238	1.0	1.0	1.0
1157	1	869	1.0	1.0	1.0
166	1	363	1.0	1.0	1.0
257	1	460	1.0	1.0	1.0
166	1	511	1.0	1.0	1.0
427	1	1790	1.0	1.0	1.0
527	1	1288	1.0	1.0	1.0
237	1	1211	1.0	1.0	1.0
929	1	146	1.0	1.0	1.0
10	1	644	1.0	1.0	1.0
540	1	1531	1.0	1.0	1.0
115	1	2093	1.0	1.0	1.0
392	1	1347	1.0	1.0	1.0
525	1	1753	1.0	1.0	1.0
665	1	1101	1.0	1.0	1.0
339	1	393	1.0	1.0	1.0
358	1	448	1.0	1.0	1.0
808	1	1445	1.0	1.0	1.0
241	1	2139	1.0	1.0	1.0
896	1	1965	1.0	1.0	1.0
48	1	567	1.0	1.0	1.0
237	1	2125	1.0	1.0	1.0
115	1	1371	1.0	1.0	1.0
315	1	807	1.0	1.0	1.0
48	1	914	1.0	1.0	1.0
825	1	180	1.0	1.0	1.0
355	1	1210	1.0	1.0	1.0
120	1	814	1.0	1.0	1.0
718	1	1631	1.0	1.0	1.0
179	1	1071	1.0	1.0	1.0
325	1	1478	1.0	1.0	1.0
75	1	294	1.0	1.0	1.0
1015	1	1241	1.0	1.0	1.0
288	1	1020	1.0	1.0	1.0
272	1	659	1.0	1.0	1.0
40	1	1848	1.0	1.0	1.0
152	1	1695	1.0	1.0	1.0
462	1	312	1.0	1.0	1.0
1094	1	20	1.0	1.0	1.0
310	1	586	1.0	1.0	1.0
223	1	1100	1.0	1.0	1.0
334	1	132	1.0	1.0	1.0
56	1	3262	1.0	1.0	1.0
789	1	2850	1.0	1.0	1.0
42	1	1628	1.0	1.0	1.0
250	1	488	1.0	1.0	1.0
10	1	591	1.0	1.0	1.0
75	1	790	1.0	1.0	1.0
127	1	1776	1.0	1.0	1.0
99	1	738	1.0	1.0	1.0
510	1	138	1.0	1.0	1.0
212	1	854	1.0	1.0	1.0
227	1	1768	1.0	1.0	1.0
276	1	470	1.0	1.0	1.0
137	1	752	1.0	1.0	1.0
99	1	1731	1.0	1.0	1.0
99	1	647	1.0	1.0	1.0
353	1	1346	1.0	1.0	1.0
342	1	1660	1.0	1.0	1.0
73	1	133	1.0	1.0	1.0
18	1	2019	1.0	1.0	1.0
561	1	1482	1.0	1.0	1.0
1054	1	2850	1.0	1.0	1.0
187	1	910	1.0	1.0	1.0
206	1	432	1.0	1.0	1.0
113	1	1757	1.0	1.0	1.0
75	1	589	1.0	1.0	1.0
118	1	92	1.0	1.0	1.0
32	1	638	1.0	1.0	1.0
276	1	35	1.0	1.0	1.0
120	1	803	1.0	1.0	1.0
150	1	2005	1.0	1.0	1.0
156	1	873	1.0	1.0	1.0
91	1	2693	1.0	1.0	1.0
942	1	978	1.0	1.0	1.0
219	1	1312	1.0	1.0	1.0
789	1	35	1.0	1.0	1.0
953	1	684	1.0	1.0	1.0
118	1	389	1.0	1.0	1.0
71	1	1292	1.0	1.0	1.0
91	1	2169	1.0	1.0	1.0
166	1	644	1.0	1.0	1.0
540	1	111	1.0	1.0	1.0
808	1	738	1.0	1.0	1.0
166	1	1804	1.0	1.0	1.0
261	1	111	1.0	1.0	1.0
325	1	359	1.0	1.0	1.0
397	1	111	1.0	1.0	1.0
241	1	366	1.0	1.0	1.0
347	1	1517	1.0	1.0	1.0
837	1	1215	1.0	1.0	1.0
219	1	174	1.0	1.0	1.0
942	1	1794	1.0	1.0	1.0
34	1	346	1.0	1.0	1.0
909	1	1279	1.0	1.0	1.0
257	1	889	1.0	1.0	1.0
896	1	1891	1.0	1.0	1.0
263	1	970	1.0	1.0	1.0
10	1	980	1.0	1.0	1.0
229	1	2448	1.0	1.0	1.0
558	1	2252	1.0	1.0	1.0
73	1	851	1.0	1.0	1.0
347	1	1727	1.0	1.0	1.0
58	1	2176	1.0	1.0	1.0
99	1	1757	1.0	1.0	1.0
718	1	92	1.0	1.0	1.0
179	1	1044	1.0	1.0	1.0
787	1	92	1.0	1.0	1.0
142	1	231	1.0	1.0	1.0
697	1	1206	1.0	1.0	1.0
388	1	458	1.0	1.0	1.0
187	1	413	1.0	1.0	1.0
665	1	859	1.0	1.0	1.0
225	1	1251	1.0	1.0	1.0
8	1	2021	1.0	1.0	1.0
320	1	1419	1.0	1.0	1.0
475	1	1204	1.0	1.0	1.0
1253	1	1695	1.0	1.0	1.0
561	1	434	1.0	1.0	1.0
353	1	1479	1.0	1.0	1.0
365	1	317	1.0	1.0	1.0
640	1	2286	1.0	1.0	1.0
475	1	1315	1.0	1.0	1.0
427	1	1721	1.0	1.0	1.0
1153	1	49	1.0	1.0	1.0
527	1	3206	1.0	1.0	1.0
261	1	528	1.0	1.0	1.0
172	1	230	1.0	1.0	1.0
455	1	854	1.0	1.0	1.0
837	1	1785	1.0	1.0	1.0
91	1	35	1.0	1.0	1.0
353	1	810	1.0	1.0	1.0
197	1	1023	1.0	1.0	1.0
731	1	1695	1.0	1.0	1.0
334	1	567	1.0	1.0	1.0
397	1	1261	1.0	1.0	1.0
237	1	1786	1.0	1.0	1.0
932	1	180	1.0	1.0	1.0
1029	1	735	1.0	1.0	1.0
75	1	753	1.0	1.0	1.0
195	1	494	1.0	1.0	1.0
1045	1	1360	1.0	1.0	1.0
142	1	964	1.0	1.0	1.0
166	1	1346	1.0	1.0	1.0
452	1	2371	1.0	1.0	1.0
895	1	157	1.0	1.0	1.0
73	1	396	1.0	1.0	1.0
520	1	583	1.0	1.0	1.0
808	1	1557	1.0	1.0	1.0
91	1	1352	1.0	1.0	1.0
250	1	228	1.0	1.0	1.0
827	1	19	1.0	1.0	1.0
452	1	1794	1.0	1.0	1.0
89	1	1174	1.0	1.0	1.0
48	1	1594	1.0	1.0	1.0
46	1	102	1.0	1.0	1.0
268	1	1331	1.0	1.0	1.0
355	1	224	1.0	1.0	1.0
651	1	1893	1.0	1.0	1.0
272	1	596	1.0	1.0	1.0
525	1	1449	1.0	1.0	1.0
48	1	2270	1.0	1.0	1.0
510	1	1115	1.0	1.0	1.0
839	1	1520	1.0	1.0	1.0
475	1	389	1.0	1.0	1.0
152	1	1983	1.0	1.0	1.0
46	1	647	1.0	1.0	1.0
1675	1	2375	1.0	1.0	1.0
431	1	1462	1.0	1.0	1.0
91	1	1581	1.0	1.0	1.0
431	1	228	1.0	1.0	1.0
383	1	961	1.0	1.0	1.0
1094	1	1516	1.0	1.0	1.0
527	1	2276	1.0	1.0	1.0
328	1	434	1.0	1.0	1.0
342	1	359	1.0	1.0	1.0
520	1	1341	1.0	1.0	1.0
452	1	1191	1.0	1.0	1.0
288	1	1922	1.0	1.0	1.0
325	1	430	1.0	1.0	1.0
212	1	1765	1.0	1.0	1.0
195	1	563	1.0	1.0	1.0
466	1	2045	1.0	1.0	1.0
8	1	889	1.0	1.0	1.0
325	1	92	1.0	1.0	1.0
142	1	812	1.0	1.0	1.0
18	1	413	1.0	1.0	1.0
658	1	890	1.0	1.0	1.0
120	1	2560	1.0	1.0	1.0
63	1	1622	1.0	1.0	1.0
909	1	1215	1.0	1.0	1.0
358	1	908	1.0	1.0	1.0
466	1	1145	1.0	1.0	1.0
218	1	1586	1.0	1.0	1.0
225	1	1101	1.0	1.0	1.0
315	1	1753	1.0	1.0	1.0
599	1	442	1.0	1.0	1.0
95	1	479	1.0	1.0	1.0
172	1	303	1.0	1.0	1.0
510	1	1412	1.0	1.0	1.0
58	1	769	1.0	1.0	1.0
383	1	2247	1.0	1.0	1.0
475	1	363	1.0	1.0	1.0
376	1	2350	1.0	1.0	1.0
339	1	270	1.0	1.0	1.0
28	1	494	1.0	1.0	1.0
395	1	1103	1.0	1.0	1.0
665	1	1727	1.0	1.0	1.0
347	1	226	1.0	1.0	1.0
651	1	761	1.0	1.0	1.0
276	1	1541	1.0	1.0	1.0
527	1	756	1.0	1.0	1.0
444	1	3262	1.0	1.0	1.0
1675	1	3262	1.0	1.0	1.0
561	1	110	1.0	1.0	1.0
56	1	2150	1.0	1.0	1.0
665	1	2112	1.0	1.0	1.0
48	1	312	1.0	1.0	1.0
2	1	1103	1.0	1.0	1.0
166	1	749	1.0	1.0	1.0
257	1	757	1.0	1.0	1.0
1097	1	1432	1.0	1.0	1.0
71	1	592	1.0	1.0	1.0
197	1	564	1.0	1.0	1.0
688	1	667	1.0	1.0	1.0
137	1	148	1.0	1.0	1.0
953	1	1392	1.0	1.0	1.0
28	1	1939	1.0	1.0	1.0
310	1	753	1.0	1.0	1.0
527	1	505	1.0	1.0	1.0
48	1	528	1.0	1.0	1.0
48	1	690	1.0	1.0	1.0
452	1	1023	1.0	1.0	1.0
415	1	1727	1.0	1.0	1.0
395	1	1195	1.0	1.0	1.0
315	1	1648	1.0	1.0	1.0
525	1	691	1.0	1.0	1.0
561	1	490	1.0	1.0	1.0
394	1	419	1.0	1.0	1.0
466	1	486	1.0	1.0	1.0
73	1	198	1.0	1.0	1.0
172	1	544	1.0	1.0	1.0
315	1	982	1.0	1.0	1.0
1097	1	157	1.0	1.0	1.0
477	1	246	1.0	1.0	1.0
397	1	650	1.0	1.0	1.0
637	1	1603	1.0	1.0	1.0
40	1	1282	1.0	1.0	1.0
789	1	359	1.0	1.0	1.0
1094	1	788	1.0	1.0	1.0
358	1	242	1.0	1.0	1.0
58	1	226	1.0	1.0	1.0
1097	1	668	1.0	1.0	1.0
839	1	752	1.0	1.0	1.0
241	1	1641	1.0	1.0	1.0
281	1	2869	1.0	1.0	1.0
1157	1	743	1.0	1.0	1.0
895	1	667	1.0	1.0	1.0
358	1	3178	1.0	1.0	1.0
932	1	591	1.0	1.0	1.0
827	1	1236	1.0	1.0	1.0
661	1	636	1.0	1.0	1.0
1054	1	2500	1.0	1.0	1.0
825	1	448	1.0	1.0	1.0
444	1	1630	1.0	1.0	1.0
1097	1	463	1.0	1.0	1.0
658	1	493	1.0	1.0	1.0
837	1	253	1.0	1.0	1.0
118	1	138	1.0	1.0	1.0
397	1	9	1.0	1.0	1.0
131	1	1183	1.0	1.0	1.0
510	1	2093	1.0	1.0	1.0
415	1	1283	1.0	1.0	1.0
977	1	1055	1.0	1.0	1.0
156	1	1885	1.0	1.0	1.0
227	1	809	1.0	1.0	1.0
697	1	2483	1.0	1.0	1.0
232	1	756	1.0	1.0	1.0
599	1	1352	1.0	1.0	1.0
223	1	1158	1.0	1.0	1.0
97	1	289	1.0	1.0	1.0
127	1	961	1.0	1.0	1.0
320	1	2196	1.0	1.0	1.0
227	1	82	1.0	1.0	1.0
334	1	1348	1.0	1.0	1.0
320	1	727	1.0	1.0	1.0
120	1	116	1.0	1.0	1.0
10	1	586	1.0	1.0	1.0
626	1	883	1.0	1.0	1.0
177	1	440	1.0	1.0	1.0
581	1	611	1.0	1.0	1.0
392	1	1443	1.0	1.0	1.0
1255	1	594	1.0	1.0	1.0
1079	1	926	1.0	1.0	1.0
561	1	1442	1.0	1.0	1.0
581	1	1038	1.0	1.0	1.0
219	1	493	1.0	1.0	1.0
10	1	1030	1.0	1.0	1.0
328	1	542	1.0	1.0	1.0
718	1	1457	1.0	1.0	1.0
895	1	1051	1.0	1.0	1.0
697	1	544	1.0	1.0	1.0
525	1	1617	1.0	1.0	1.0
104	1	2165	1.0	1.0	1.0
56	1	591	1.0	1.0	1.0
257	1	4118	1.0	1.0	1.0
383	1	1150	1.0	1.0	1.0
325	1	385	1.0	1.0	1.0
953	1	490	1.0	1.0	1.0
24	1	1731	1.0	1.0	1.0
609	1	1794	1.0	1.0	1.0
281	1	735	1.0	1.0	1.0
1675	1	14	1.0	1.0	1.0
124	1	682	1.0	1.0	1.0
376	1	132	1.0	1.0	1.0
953	1	1344	1.0	1.0	1.0
142	1	1127	1.0	1.0	1.0
376	1	852	1.0	1.0	1.0
177	1	1055	1.0	1.0	1.0
339	1	1069	1.0	1.0	1.0
122	1	4976	1.0	1.0	1.0
808	1	908	1.0	1.0	1.0
575	1	50	1.0	1.0	1.0
272	1	1353	1.0	1.0	1.0
837	1	721	1.0	1.0	1.0
1045	1	685	1.0	1.0	1.0
335	1	19	1.0	1.0	1.0
374	1	1753	1.0	1.0	1.0
640	1	1419	1.0	1.0	1.0
731	1	554	1.0	1.0	1.0
223	1	1487	1.0	1.0	1.0
263	1	662	1.0	1.0	1.0
929	1	1115	1.0	1.0	1.0
477	1	1283	1.0	1.0	1.0
237	1	1408	1.0	1.0	1.0
115	1	1603	1.0	1.0	1.0
1029	1	1050	1.0	1.0	1.0
91	1	405	1.0	1.0	1.0
227	1	1030	1.0	1.0	1.0
599	1	1594	1.0	1.0	1.0
520	1	148	1.0	1.0	1.0
63	1	550	1.0	1.0	1.0
472	1	259	1.0	1.0	1.0
896	1	1622	1.0	1.0	1.0
378	1	2385	1.0	1.0	1.0
261	1	379	1.0	1.0	1.0
252	1	1432	1.0	1.0	1.0
561	1	777	1.0	1.0	1.0
661	1	589	1.0	1.0	1.0
808	1	409	1.0	1.0	1.0
1675	1	601	1.0	1.0	1.0
67	1	1104	1.0	1.0	1.0
135	1	978	1.0	1.0	1.0
444	1	998	1.0	1.0	1.0
95	1	567	1.0	1.0	1.0
120	1	494	1.0	1.0	1.0
135	1	738	1.0	1.0	1.0
63	1	29	1.0	1.0	1.0
8	1	1526	1.0	1.0	1.0
472	1	1056	1.0	1.0	1.0
10	1	734	1.0	1.0	1.0
2	1	251	1.0	1.0	1.0
394	1	2536	1.0	1.0	1.0
909	1	752	1.0	1.0	1.0
977	1	280	1.0	1.0	1.0
895	1	1075	1.0	1.0	1.0
637	1	1785	1.0	1.0	1.0
323	1	481	1.0	1.0	1.0
697	1	1779	1.0	1.0	1.0
477	1	2304	1.0	1.0	1.0
204	1	2371	1.0	1.0	1.0
1153	1	114	1.0	1.0	1.0
325	1	60	1.0	1.0	1.0
239	1	148	1.0	1.0	1.0
953	1	230	1.0	1.0	1.0
953	1	816	1.0	1.0	1.0
626	1	60	1.0	1.0	1.0
135	1	247	1.0	1.0	1.0
276	1	1957	1.0	1.0	1.0
63	1	810	1.0	1.0	1.0
124	1	2693	1.0	1.0	1.0
1029	1	151	1.0	1.0	1.0
152	1	2021	1.0	1.0	1.0
115	1	2331	1.0	1.0	1.0
688	1	1182	1.0	1.0	1.0
97	1	1021	1.0	1.0	1.0
276	1	791	1.0	1.0	1.0
637	1	488	1.0	1.0	1.0
237	1	811	1.0	1.0	1.0
272	1	1991	1.0	1.0	1.0
942	1	1789	1.0	1.0	1.0
150	1	178	1.0	1.0	1.0
325	1	245	1.0	1.0	1.0
320	1	64	1.0	1.0	1.0
187	1	2381	1.0	1.0	1.0
342	1	277	1.0	1.0	1.0
626	1	611	1.0	1.0	1.0
46	1	1030	1.0	1.0	1.0
455	1	456	1.0	1.0	1.0
547	1	619	1.0	1.0	1.0
896	1	753	1.0	1.0	1.0
825	1	228	1.0	1.0	1.0
932	1	775	1.0	1.0	1.0
24	1	199	1.0	1.0	1.0
206	1	1718	1.0	1.0	1.0
187	1	44	1.0	1.0	1.0
320	1	666	1.0	1.0	1.0
839	1	970	1.0	1.0	1.0
1079	1	2045	1.0	1.0	1.0
177	1	2196	1.0	1.0	1.0
1097	1	253	1.0	1.0	1.0
219	1	43	1.0	1.0	1.0
75	1	26	1.0	1.0	1.0
218	1	2472	1.0	1.0	1.0
1255	1	1641	1.0	1.0	1.0
75	1	724	1.0	1.0	1.0
1675	1	1279	1.0	1.0	1.0
142	1	949	1.0	1.0	1.0
56	1	1753	1.0	1.0	1.0
206	1	668	1.0	1.0	1.0
272	1	504	1.0	1.0	1.0
206	1	302	1.0	1.0	1.0
353	1	862	1.0	1.0	1.0
342	1	1472	1.0	1.0	1.0
1097	1	96	1.0	1.0	1.0
131	1	1051	1.0	1.0	1.0
268	1	1119	1.0	1.0	1.0
895	1	1574	1.0	1.0	1.0
142	1	852	1.0	1.0	1.0
40	1	1492	1.0	1.0	1.0
932	1	916	1.0	1.0	1.0
257	1	258	1.0	1.0	1.0
8	1	2652	1.0	1.0	1.0
71	1	546	1.0	1.0	1.0
195	1	418	1.0	1.0	1.0
575	1	738	1.0	1.0	1.0
42	1	2639	1.0	1.0	1.0
137	1	2599	1.0	1.0	1.0
472	1	1169	1.0	1.0	1.0
1094	1	2165	1.0	1.0	1.0
733	1	1815	1.0	1.0	1.0
212	1	863	1.0	1.0	1.0
475	1	2113	1.0	1.0	1.0
137	1	408	1.0	1.0	1.0
558	1	413	1.0	1.0	1.0
651	1	879	1.0	1.0	1.0
977	1	1720	1.0	1.0	1.0
821	1	1505	1.0	1.0	1.0
58	1	1520	1.0	1.0	1.0
953	1	627	1.0	1.0	1.0
225	1	1710	1.0	1.0	1.0
581	1	648	1.0	1.0	1.0
1157	1	1408	1.0	1.0	1.0
787	1	798	1.0	1.0	1.0
400	1	1750	1.0	1.0	1.0
427	1	481	1.0	1.0	1.0
34	1	857	1.0	1.0	1.0
821	1	430	1.0	1.0	1.0
427	1	407	1.0	1.0	1.0
388	1	111	1.0	1.0	1.0
122	1	822	1.0	1.0	1.0
401	1	542	1.0	1.0	1.0
335	1	402	1.0	1.0	1.0
28	1	488	1.0	1.0	1.0
18	1	1379	1.0	1.0	1.0
452	1	1419	1.0	1.0	1.0
599	1	1234	1.0	1.0	1.0
223	1	377	1.0	1.0	1.0
415	1	245	1.0	1.0	1.0
104	1	2019	1.0	1.0	1.0
953	1	407	1.0	1.0	1.0
135	1	1254	1.0	1.0	1.0
46	1	333	1.0	1.0	1.0
197	1	1105	1.0	1.0	1.0
533	1	188	1.0	1.0	1.0
821	1	1143	1.0	1.0	1.0
28	1	732	1.0	1.0	1.0
1097	1	1546	1.0	1.0	1.0
71	1	2652	1.0	1.0	1.0
281	1	253	1.0	1.0	1.0
166	1	775	1.0	1.0	1.0
229	1	1354	1.0	1.0	1.0
376	1	173	1.0	1.0	1.0
789	1	1033	1.0	1.0	1.0
394	1	893	1.0	1.0	1.0
58	1	627	1.0	1.0	1.0
575	1	2423	1.0	1.0	1.0
257	1	1496	1.0	1.0	1.0
137	1	764	1.0	1.0	1.0
909	1	1023	1.0	1.0	1.0
328	1	873	1.0	1.0	1.0
1157	1	1711	1.0	1.0	1.0
104	1	1236	1.0	1.0	1.0
527	1	1080	1.0	1.0	1.0
131	1	1089	1.0	1.0	1.0
718	1	211	1.0	1.0	1.0
152	1	60	1.0	1.0	1.0
1029	1	351	1.0	1.0	1.0
142	1	1167	1.0	1.0	1.0
40	1	511	1.0	1.0	1.0
942	1	2114	1.0	1.0	1.0
977	1	1550	1.0	1.0	1.0
40	1	228	1.0	1.0	1.0
477	1	755	1.0	1.0	1.0
640	1	311	1.0	1.0	1.0
466	1	2301	1.0	1.0	1.0
392	1	998	1.0	1.0	1.0
401	1	29	1.0	1.0	1.0
135	1	1767	1.0	1.0	1.0
219	1	1084	1.0	1.0	1.0
575	1	482	1.0	1.0	1.0
599	1	129	1.0	1.0	1.0
28	1	2423	1.0	1.0	1.0
276	1	1668	1.0	1.0	1.0
821	1	47	1.0	1.0	1.0
472	1	1505	1.0	1.0	1.0
75	1	20	1.0	1.0	1.0
697	1	803	1.0	1.0	1.0
789	1	458	1.0	1.0	1.0
8	1	684	1.0	1.0	1.0
415	1	2795	1.0	1.0	1.0
342	1	596	1.0	1.0	1.0
34	1	501	1.0	1.0	1.0
388	1	563	1.0	1.0	1.0
658	1	1055	1.0	1.0	1.0
444	1	1346	1.0	1.0	1.0
388	1	14	1.0	1.0	1.0
895	1	1419	1.0	1.0	1.0
261	1	146	1.0	1.0	1.0
109	1	593	1.0	1.0	1.0
334	1	2360	1.0	1.0	1.0
10	1	129	1.0	1.0	1.0
197	1	1663	1.0	1.0	1.0
444	1	2376	1.0	1.0	1.0
1255	1	1593	1.0	1.0	1.0
135	1	660	1.0	1.0	1.0
909	1	515	1.0	1.0	1.0
204	1	669	1.0	1.0	1.0
325	1	779	1.0	1.0	1.0
626	1	1235	1.0	1.0	1.0
718	1	2720	1.0	1.0	1.0
71	1	857	1.0	1.0	1.0
8	1	2561	1.0	1.0	1.0
150	1	1162	1.0	1.0	1.0
227	1	253	1.0	1.0	1.0
342	1	926	1.0	1.0	1.0
397	1	998	1.0	1.0	1.0
540	1	762	1.0	1.0	1.0
665	1	1352	1.0	1.0	1.0
376	1	1392	1.0	1.0	1.0
219	1	1961	1.0	1.0	1.0
640	1	1433	1.0	1.0	1.0
63	1	1760	1.0	1.0	1.0
113	1	289	1.0	1.0	1.0
8	1	211	1.0	1.0	1.0
91	1	698	1.0	1.0	1.0
197	1	321	1.0	1.0	1.0
510	1	33	1.0	1.0	1.0
320	1	1613	1.0	1.0	1.0
1253	1	340	1.0	1.0	1.0
32	1	262	1.0	1.0	1.0
1255	1	826	1.0	1.0	1.0
376	1	1244	1.0	1.0	1.0
244	1	419	1.0	1.0	1.0
261	1	428	1.0	1.0	1.0
177	1	1676	1.0	1.0	1.0
397	1	1893	1.0	1.0	1.0
731	1	517	1.0	1.0	1.0
71	1	614	1.0	1.0	1.0
733	1	1718	1.0	1.0	1.0
561	1	949	1.0	1.0	1.0
115	1	543	1.0	1.0	1.0
575	1	385	1.0	1.0	1.0
241	1	1547	1.0	1.0	1.0
272	1	1492	1.0	1.0	1.0
204	1	1075	1.0	1.0	1.0
